Strategy,Coverage,R_value,Size
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,3,
DV,1,1.7,3,
DV,1,1.7,1,
DV,1,1.7,144,
DV,1,1.7,3,
DV,1,1.7,23,
DV,1,1.7,12,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,514,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,11,
DV,1,1.7,41,
DV,1,1.7,3,
DV,1,1.7,1,
DV,1,1.7,4,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,3,
DV,1,1.7,4,
DV,1,1.7,1,
DV,1,1.7,3,
DV,1,1.7,3,
DV,1,1.7,6,
DV,1,1.7,3,
DV,1,1.7,13,
DV,1,1.7,2,
DV,1,1.7,7,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,8,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,3,
DV,1,1.7,4,
DV,1,1.7,1,
DV,1,1.7,33,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,118,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,7,
DV,1,1.7,3,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,3,
DV,1,1.7,1,
DV,1,1.7,10,
DV,1,1.7,1,
DV,1,1.7,14,
DV,1,1.7,2,
DV,1,1.7,2,
DV,1,1.7,4,
DV,1,1.7,1,
DV,1,1.7,231,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,6,
DV,1,1.7,95,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,3,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,35,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,14,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,6,
DV,1,1.7,1,
DV,1,1.7,12,
DV,1,1.7,1,
DV,1,1.7,47,
DV,1,1.7,1,
DV,1,1.7,19,
DV,1,1.7,2,
DV,1,1.7,22,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,467,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,19,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,5,
DV,1,1.7,4,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,44,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,37,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,241,
DV,1,1.7,2,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,6,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,4,
DV,1,1.7,95,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,4,
DV,1,1.7,95,
DV,1,1.7,2,
DV,1,1.7,18560,
DV,1,1.7,1263,
DV,1,1.7,5,
DV,1,1.7,250,
DV,1,1.7,5,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,66,
DV,1,1.7,2,
DV,1,1.7,14,
DV,1,1.7,2,
DV,1,1.7,9,
DV,1,1.7,1,
DV,1,1.7,3,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,3,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,16,
DV,1,1.7,554,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,4,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,3,
DV,1,1.7,21,
DV,1,1.7,73,
DV,1,1.7,1,
DV,1,1.7,576,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,57,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1230,
DV,1,1.7,2,
DV,1,1.7,2458,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,349,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,3,
DV,1,1.7,15,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,5,
DV,1,1.7,3,
DV,1,1.7,2,
DV,1,1.7,69,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,20,
DV,1,1.7,190,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,6,
DV,1,1.7,1,
DV,1,1.7,4,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,3,
DV,1,1.7,1,
DV,1,1.7,7,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,3,
DV,1,1.7,24,
DV,1,1.7,1,
DV,1,1.7,16,
DV,1,1.7,1,
DV,1,1.7,3,
DV,1,1.7,1,
DV,1,1.7,12,
DV,1,1.7,5,
DV,1,1.7,6,
DV,1,1.7,1,
DV,1,1.7,3,
DV,1,1.7,1034,
DV,1,1.7,437,
DV,1,1.7,1,
DV,1,1.7,16,
DV,1,1.7,188,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,5,
DV,1,1.7,5461,
DV,1,1.7,6,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,4,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,50,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,4,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,14,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,960,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,3,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1642,
DV,1,1.7,13,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,20,
DV,1,1.7,9,
DV,1,1.7,1,
DV,1,1.7,4,
DV,1,1.7,1,
DV,1,1.7,9,
DV,1,1.7,250,
DV,1,1.7,1,
DV,1,1.7,3,
DV,1,1.7,1,
DV,1,1.7,113,
DV,1,1.7,37,
DV,1,1.7,1,
DV,1,1.7,10,
DV,1,1.7,484,
DV,1,1.7,1,
DV,1,1.7,36,
DV,1,1.7,6,
DV,1,1.7,296,
DV,1,1.7,2,
DV,1,1.7,439,
DV,1,1.7,9,
DV,1,1.7,3,
DV,1,1.7,5144,
DV,1,1.7,100,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,431,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,14,
DV,1,1.7,164,
DV,1,1.7,1,
DV,1,1.7,365,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,4,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,50,
DV,1,1.7,234,
DV,1,1.7,2,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,5,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,4,
DV,1,1.7,10,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,3,
DV,1,1.7,12,
DV,1,1.7,19,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,4,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,5,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,48,
DV,1,1.7,2,
DV,1,1.7,3,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,88,
DV,1,1.7,6,
DV,1,1.7,1,
DV,1,1.7,43,
DV,1,1.7,3,
DV,1,1.7,1,
DV,1,1.7,21,
DV,1,1.7,7,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,9,
DV,1,1.7,1,
DV,1,1.7,23,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,3,
DV,1,1.7,5,
DV,1,1.7,1,
DV,1,1.7,6,
DV,1,1.7,55,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,3,
DV,1,1.7,1,
DV,1,1.7,262,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,20,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,6,
DV,1,1.7,7,
DV,1,1.7,4,
DV,1,1.7,330,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,6,
DV,1,1.7,38,
DV,1,1.7,1,
DV,1,1.7,2491,
DV,1,1.7,3,
DV,1,1.7,1,
DV,1,1.7,939,
DV,1,1.7,1,
DV,1,1.7,4,
DV,1,1.7,3,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,38,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,27,
DV,1,1.7,7,
DV,1,1.7,6,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,59,
DV,1,1.7,1,
DV,1,1.7,18,
DV,1,1.7,2,
DV,1,1.7,932,
DV,1,1.7,1,
DV,1,1.7,2,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,1,
DV,1,1.7,24389,
DV,1,1.7,21286,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,13,
IMV,1,1,12,
IMV,1,1,167,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,5,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,9,
IMV,1,1,7,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,7,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,4,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,13,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,6,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,4,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,208,
IMV,1,1,2915,
IMV,1,1,2,
IMV,1,1,4,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,10,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,161,
IMV,1,1,199,
IMV,1,1,1,
IMV,1,1,5,
IMV,1,1,10,
IMV,1,1,1,
IMV,1,1,554,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,129,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,63,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,5,
IMV,1,1,10,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,4,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,11,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,10,
IMV,1,1,12,
IMV,1,1,1,
IMV,1,1,4,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,4,
IMV,1,1,2,
IMV,1,1,4,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,2,
IMV,1,1,24,
IMV,1,1,22,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,8,
IMV,1,1,4,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,77,
IMV,1,1,12,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,6,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,2,
IMV,1,1,2,
IMV,1,1,10,
IMV,1,1,1,
IMV,1,1,563,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,38,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,7,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,165,
IMV,1,1,2,
IMV,1,1,3,
IMV,1,1,895,
IMV,1,1,1,
IMV,1,1,255,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,2,
IMV,1,1,327,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,37,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,186,
IMV,1,1,4,
IMV,1,1,8,
IMV,1,1,641,
IMV,1,1,6,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,44,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,13,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,5,
IMV,1,1,2,
IMV,1,1,469,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,5,
IMV,1,1,1,
IMV,1,1,73,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,7,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,34,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,4,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,4,
IMV,1,1,1,
IMV,1,1,12,
IMV,1,1,1,
IMV,1,1,11,
IMV,1,1,13,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,10,
IMV,1,1,1,
IMV,1,1,15,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,17,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,8,
IMV,1,1,15,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,59,
IMV,1,1,4,
IMV,1,1,22,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,9,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,5,
IMV,1,1,66,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,4,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,765,
IMV,1,1,1,
IMV,1,1,5,
IMV,1,1,7,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,161,
IMV,1,1,5,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,40,
IMV,1,1,1,
IMV,1,1,30,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,5,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,15,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,13,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,4,
IMV,1,1,7,
IMV,1,1,12,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,106,
IMV,1,1,1,
IMV,1,1,4,
IMV,1,1,18,
IMV,1,1,1,
IMV,1,1,4,
IMV,1,1,6,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,36,
IMV,1,1,4,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,5,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,136,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,11,
IMV,1,1,6,
IMV,1,1,10,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,8,
IMV,1,1,112,
IMV,1,1,4,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,16,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,15,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,7,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,13,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,5,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,7,
IMV,1,1,1,
IMV,1,1,7,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,4,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,11,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2668,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,5,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,625,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,5,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,108,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,12,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,12,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,900,
IMV,1,1,83,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,5,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,8,
IMV,1,1,192,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,130,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,6,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,7,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,2,
IMV,1,1,3,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,5,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,6,
IMV,1,1,14,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,16,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,258,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,6,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,6,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,2,
IMV,1,1,263,
IMV,1,1,1,
IMV,1,1,3,
IMV,1,1,4,
IMV,1,1,2,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
IMV,1,1,1,
